mainId,categoryId,category,discipline,disciplineId,topic,topicId,grade,gradeId,level,description,description gepeto,control group,time,query,,locale
1574,f5f5a990-9c36-4eac-abe0-46cd21788b15,Waves: Doppler Effect,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Waves and Optics,4e716d1e-89ac-4f93-ba2d-87d4ae3f8a04,12th grade,12th-grade-en-international,770,Calculate the apparent frequency perceived by an observer who may be moving or stationary from a sound source that may be moving or stationary. It is important that at least one of the two is moving.,,,200,"{
        id: 'd0fa919f-a8ad-457e-a600-4dc1a5c4543b',
        name: 'Ondas: Efecto Doppler',
        level: 770,
        keywords: [],
        slug: slugify('Calcular la frecuencia aparente percibida por un observador que puede estar en movimiento o parado de una fuente sonora que puede estar en movimiento o parada. Es importante que al menos uno de los dos se mueva.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media3',
        topicId: '915686fd-3fde-46aa-9463-b85a971db7d3',
        description: 'Calcular la frecuencia aparente percibida por un observador que puede estar en movimiento o parado de una fuente sonora que puede estar en movimiento o parada. Es importante que al menos uno de los dos se mueva.',
        bncc: [],
        averageTime: 200,
      },",,en
1575,913e417b-2d3a-4a33-9e8e-6da0f41ee02b,Complex Numbers: Basic Equality,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,12th grade,12th-grade-en-international,1010,"Solve problems involving equations that contain complex numbers, as well as recognize that complex numbers are only equal when their imaginary and real parts are equal.",,,150,"{
        id: '5d689b1d-2eab-4268-ac73-bca7f1090e1e',
        name: 'Números Complejos: Igualdad Básica',
        level: 1010,
        keywords: [],
        slug: slugify('Resolver problemas que abarquen ecuaciones que contengan números complejos, así como reconocer que los números complejos solo son iguales cuando sus partes imaginarias y reales son iguales.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media3',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Resolver problemas que abarquen ecuaciones que contengan números complejos, así como reconocer que los números complejos solo son iguales cuando sus partes imaginarias y reales son iguales.',
        bncc: [],
        averageTime: 150,
      },",,en
1576,71d8e6f8-3a97-497c-976a-158b0fdda01e,Environment: Pollution,Biology,1a61eaa3-a8a5-46cc-9bc0-fc481544248b,Ecology and Environment,bac95fcf-e498-4ca3-a2c3-3cd686e247f8,10th grade,10th-grade-en-international,80,Understand what pollution is and how it affects the environment. Understand the causes of pollution and the consequences for the environment and for humans.,,,100,"{
        id: 'fdf6ae2f-9af5-49ca-ad04-9979bb3140cd',
        name: 'Medio Ambiente: Contaminación',
        level: 80,
        keywords: [],
        slug: slugify('Comprender qué es la contaminación y cómo afecta al medio ambiente. Comprender las causas de la contaminación y las consecuencias para el medio ambiente y para el ser humano.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'c2e1b9de-07d7-44d1-8d41-17279851a556',
        gradeId: 'media1',
        topicId: 'bf870494-a5f8-4aea-8b4a-4a87dce8311e',
        description: 'Comprender qué es la contaminación y cómo afecta al medio ambiente. Comprender las causas de la contaminación y las consecuencias para el medio ambiente y para el ser humano.',
        bncc: [],
        averageTime: 100,
      },",,en
1578,af91e10f-0a42-42ab-98d7-7cbc543410b6,Biodiversity: Characteristics,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Ecosystem and Biome,b9ff50c7-d7ab-4dfb-a59b-51fe43f49fcf,6th grade,6th-grade-en-international,130,"Addressing the diversity of living beings and their diversity, which can be genetic and also of microorganisms on planet Earth.",,,200,"{
        id: '72b4424a-35fd-4a49-a8a9-096919403af0',
        name: 'Biodiversidad: Características',
        level: 130,
        keywords: [],
        slug: slugify('Abordar la diversidad de los seres vivos y su diversidad, pudiendo ser genética y también de microorganismos en el planeta Tierra.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria6',
        topicId: '0987d8ed-c7f3-45f4-927f-a665a2db475b',
        description: 'Abordar la diversidad de los seres vivos y su diversidad, pudiendo ser genética y también de microorganismos en el planeta Tierra.',
        bncc: [],
        averageTime: 200,
      },",,en
1580,4a63a24a-cb14-4dfd-be9e-edefcea7176e,Expansion: Liquids in Containers,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Thermology,85d761d5-c488-4e24-8ba0-5c59f4791e15,11th grade,11th-grade-en-international,440,Understand that both liquids and containers expand and that normally the liquid expands more than the container. Solve problems involving the expansion of liquids in containers.,,,100,"{
        id: 'e8e0bbc2-de2f-4d21-909a-a448ddc9d59a',
        name: 'Dilatación: Líquidos en Recipientes',
        level: 440,
        keywords: [],
        slug: slugify('Comprender que los líquidos y recipientes se dilatan y que normalmente el líquido se dilata más que el recipiente. Resolver problemas que involucren la dilatación de líquidos en recipientes.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '7ea8a98d-5235-41b1-8367-ae53c51b8e8b',
        description: 'Comprender que los líquidos y recipientes se dilatan y que normalmente el líquido se dilata más que el recipiente. Resolver problemas que involucren la dilatación de líquidos en recipientes.',
        bncc: [],
        averageTime: 100,
      },",,en
1583,868c337d-6a6f-43b1-92c1-9541aff7f4d0,Circle: Power of a Point,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,10th grade,10th-grade-en-international,680,"Solve problems and calculate the power of points on a circumference where for an external point A to a circle with center O and radius r, it can be calculated as: (AO)² - r².",,,100,"{
        id: 'b9ab48fe-8e9b-4428-9f9a-85e92c483eb2',
        name: 'Círculo: Potencia de Puntos',
        level: 680,
        keywords: [],
        slug: slugify('Resolver problemas y calcular la potencia de puntos en una circunferencia que para un punto A exterior a un círculo de centro O y radio r puede ser calculada como: (AO)² - r².', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Resolver problemas y calcular la potencia de puntos en una circunferencia que para un punto A exterior a un círculo de centro O y radio r puede ser calculada como: (AO)² - r².',
        bncc: [],
        averageTime: 100,
      },",,en
1585,d1209ce0-bb67-494b-ad5d-916d5402831a,Social Inequality,Sociology,a1f267ce-5f07-4ea9-8032-d33a0d1d99cb,Individual and Social Class,958f44fe-ec7f-40f6-b8fa-f006de0915e2,11th grade,11th-grade-en-international,70,Dealing with the economic and social relationships that cause inequality and the various problems caused by poverty.,,,250,"{
        id: '222cd1d5-6cb0-4f31-ac68-8b2781133d32',
        name: 'Desigualdad Social',
        level: 70,
        keywords: [],
        slug: slugify('Tratar de las relaciones económicas y sociales causantes de la desigualdad y de los diversos problemas causados por la pobreza.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '8ed82001-e9f6-49df-afd3-52f30269aa84',
        gradeId: 'media2',
        topicId: 'de7a3428-658c-46c2-a753-04545fe2c387',
        description: 'Tratar de las relaciones económicas y sociales causantes de la desigualdad y de los diversos problemas causados por la pobreza.',
        bncc: [],
        averageTime: 250,
      },",,en
1587,4a51c8b0-96ca-4d91-96a0-b9f64ae7ec4d,Comparison of Natural Numbers Less Than 20,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,1st grade,1st-grade-en-international,10,"Compare natural numbers less than 20 by arranging them in ascending or descending order, indicating which one is the largest or smallest.",,,400,"{
        id: 'e9fb0615-e193-4a79-9ece-b814f9192f13',
        name: 'Comparación de Naturales Menores que 20',
        level: 10,
        keywords: [],
        slug: slugify('Comparar los números naturales menores que 20, colocándolos en orden creciente o decreciente, indicando cuál de ellos es el mayor o menor.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria1',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Comparar los números naturales menores que 20, colocándolos en orden creciente o decreciente, indicando cuál de ellos es el mayor o menor.',
        bncc: [],
        averageTime: 400,
      },",,en
1588,c14e8497-3ae0-46b5-b690-033bc35380fd,America: Latin American Blocks,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,8th grade,8th-grade-en-international,300,Understanding the elements of economic block formations in Latin America and their main associations outside the American territory.,,,200,"{
        id: '9c33d920-b5b2-4f98-ad8e-e045a07a0b78',
        name: 'América: Bloques Latinoamericanos',
        level: 300,
        keywords: [],
        slug: slugify('Conocer los elementos de formaciones de los bloques económicos en América Latina y sus principales asociaciones fuera del territorio americano.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'secundaria2',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Conocer los elementos de formaciones de los bloques económicos en América Latina y sus principales asociaciones fuera del territorio americano.',
        bncc: [],
        averageTime: 200,
      },",,en
1591,6709b4a4-bf2d-438a-9c4b-f8f17a1be915,Lens: Lens Maker's Equation,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Waves and Optics,4e716d1e-89ac-4f93-ba2d-87d4ae3f8a04,12th grade,12th-grade-en-international,730,"Use the lens maker's equation to calculate radii of curvature, focal lengths, or refractive indices.",,,200,"{
        id: '3ebdf2be-ea4a-49bf-98b7-61314286d9f6',
        name: 'Lentes: Ecuación de los Fabricantes de Lentes',
        level: 730,
        keywords: [],
        slug: slugify('Utilizar la ecuación de los fabricantes de lentes para calcular radios de curvaturas o distancias focales o índices de refracción.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media3',
        topicId: '915686fd-3fde-46aa-9463-b85a971db7d3',
        description: 'Utilizar la ecuación de los fabricantes de lentes para calcular radios de curvaturas o distancias focales o índices de refracción.',
        bncc: [],
        averageTime: 200,
      },",,en
1594,3e8b3c28-b3e0-47de-b6ac-9b3c1951efa5,Electricity: Electric Current,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Electromagnetism,2dd62aec-9a98-4d38-bc31-7233d9d95891,11th grade,11th-grade-en-international,510,"Calculate the electric current in a given conductor, using the ratio of the amount of charges that pass through the conductor, divided by the time.",,,50,"{
        id: '717e218b-e1d3-45de-815f-08a8bb02e534',
        name: 'Electricidad: Corriente Eléctrica',
        level: 510,
        keywords: [],
        slug: slugify('Calcular la corriente eléctrica en un conductor determinado, utilizando la razón de la cantidad de cargas, que atraviesan el conductor, dividida por el tiempo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '077f3222-f695-47ee-a476-2201de1dc54b',
        description: 'Calcular la corriente eléctrica en un conductor determinado, utilizando la razón de la cantidad de cargas, que atraviesan el conductor, dividida por el tiempo.',
        bncc: [],
        averageTime: 50,
      },",,en
1595,f4c1f3a6-1e2e-4bf4-bf5a-9d0e20d4c646,Magnetic Field: Loop,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Electromagnetism,2dd62aec-9a98-4d38-bc31-7233d9d95891,11th grade,11th-grade-en-international,600,Calculate the magnetic field generated by a loop. Solve problems that require the calculation of magnetic fields generated by loops.,,,100,"{
        id: 'd128fb12-8c18-4bf0-bafa-c71429a48395',
        name: 'Campo Magnético: Espira',
        level: 600,
        keywords: [],
        slug: slugify('Calcular el campo magnético generado por una espira. Resolver problemas que requieran el cálculo de campos magnéticos generados por espiras.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '077f3222-f695-47ee-a476-2201de1dc54b',
        description: 'Calcular el campo magnético generado por una espira. Resolver problemas que requieran el cálculo de campos magnéticos generados por espiras.',
        bncc: [],
        averageTime: 100,
      },",,en
1596,c386afbb-3653-44cf-a7e8-ceac573abb2b,Spatial Geometry: Metric Relations of Pyramids,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,11th grade,11th-grade-en-international,880,Use metric relations in pyramids to calculate the height of the pyramid or the height of a triangle that is on a lateral face or lateral edge.,,,200,"{
        id: '09a506ef-31e3-42ff-8230-278840c783a9',
        name: 'Geometría Espacial: Relaciones Métricas de las Pirámides',
        level: 880,
        keywords: [],
        slug: slugify('Utilizar relaciones métricas en las pirámides para calcular la altura de la pirámide o la altura de un triángulo que está en una cara lateral o arista lateral.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media2',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Utilizar relaciones métricas en las pirámides para calcular la altura de la pirámide o la altura de un triángulo que está en una cara lateral o arista lateral.',
        bncc: [],
        averageTime: 200,
      },",,en
